"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 03 11:48:24 CET 2021","Wed Feb 03 11:48:33 CET 2021","8552","","SH home page","","SH home page","should render required components","should render required components",""
